actions,blocked_time_s,charge_trips,condition_percent,decision_ms,delivered_by_section,delivered_units,distance_m,end_battery_percent,energy_wh,lost_by_section,lost_units,min_battery_percent,policy,produced_units,scenario,score,seed,shift_s,split,violation_count,violations,wh_per_unit
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.628,"{'A': 21, 'B': 61, 'C': 4}",86,678.9,54.1,10.096,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.1,ns_estimate_only,84,one_hot_section,80.95,5007,3600.8,seen,0,,0.1174
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.455,"{'A': 19, 'B': 59, 'C': 4}",82,665.5,54.7,9.965,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.7,ns_estimate_only,82,one_hot_section,77.02,5008,3600.5,seen,0,,0.1215
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.552,"{'A': 21, 'B': 61, 'C': 4}",86,667.0,54.4,10.03,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.4,ns_estimate_only,85,one_hot_section,80.98,5009,3600.3,seen,0,,0.1166
65,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.578,"{'A': 15, 'B': 62, 'C': 5}",82,655.2,54.9,9.925,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.9,ns_estimate_only,80,one_hot_section,77.04,5010,3600.1,seen,0,,0.121
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.608,"{'A': 19, 'B': 60, 'C': 4}",83,690.6,53.7,10.183,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.7,ns_estimate_only,84,one_hot_section,77.91,5011,3600.9,seen,0,,0.1227
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.446,"{'A': 19, 'B': 60, 'C': 5}",84,655.5,54.7,9.966,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.7,ns_estimate_only,84,one_hot_section,79.02,5012,3600.7,seen,0,,0.1186
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.77,"{'A': 20, 'B': 59, 'C': 4}",83,667.1,54.5,10.003,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.5,ns_estimate_only,83,one_hot_section,78.0,5013,3600.4,seen,0,,0.1205
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.518,"{'A': 21, 'B': 59, 'C': 4}",84,676.4,54.3,10.055,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.3,ns_estimate_only,83,one_hot_section,78.97,5014,3600.3,seen,0,,0.1197
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.511,"{'A': 20, 'B': 59, 'C': 3}",82,690.3,53.9,10.136,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.9,ns_estimate_only,82,one_hot_section,76.93,5015,3600.0,seen,0,,0.1236
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.699,"{'A': 20, 'B': 62, 'C': 5}",87,660.8,54.5,10.007,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.5,ns_estimate_only,86,one_hot_section,82.0,5016,3600.4,seen,0,,0.115
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.65,"{'A': 21, 'B': 58, 'C': 4}",83,662.3,54.9,9.932,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.9,ns_estimate_only,83,one_hot_section,78.03,5017,3600.3,seen,0,,0.1197
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.549,"{'A': 21, 'B': 60, 'C': 4}",85,678.6,54.2,10.087,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.2,ns_estimate_only,84,one_hot_section,79.96,5018,3600.1,seen,0,,0.1187
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.85,"{'A': 19, 'B': 58, 'C': 4}",81,655.9,55.2,9.863,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,55.2,ns_estimate_only,83,one_hot_section,76.07,5019,3600.9,seen,0,,0.1218
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.572,"{'A': 20, 'B': 58, 'C': 4}",82,663.2,54.6,9.995,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.6,ns_estimate_only,84,one_hot_section,77.0,5020,3600.6,seen,0,,0.1219
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.583,"{'A': 18, 'B': 59, 'C': 5}",82,662.9,54.8,9.945,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.8,ns_estimate_only,83,one_hot_section,77.03,5021,3600.8,seen,0,,0.1213
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.328,"{'A': 19, 'B': 60, 'C': 4}",83,667.1,54.7,9.966,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.7,ns_estimate_only,83,one_hot_section,78.02,5022,3600.5,seen,0,,0.1201
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.9,1.533,"{'A': 20, 'B': 61, 'C': 4}",85,669.3,55.1,10.009,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.5,ns_estimate_only,83,one_hot_section,80.0,5023,3600.3,seen,0,,0.1177
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.513,"{'A': 19, 'B': 61, 'C': 4}",84,680.3,54.0,10.121,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.0,ns_estimate_only,83,one_hot_section,78.94,5024,3600.3,seen,0,,0.1205
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.608,"{'A': 18, 'B': 58, 'C': 4}",80,678.9,54.1,10.087,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.1,ns_estimate_only,80,one_hot_section,74.96,5025,3600.7,seen,0,,0.1261
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.728,"{'A': 19, 'B': 61, 'C': 5}",85,660.2,54.9,9.923,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.9,ns_estimate_only,83,one_hot_section,80.04,5026,3600.9,seen,0,,0.1167
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.569,"{'A': 12, 'B': 59, 'C': 5}",76,618.8,65.0,9.236,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,65.0,ns_estimate_only,76,one_hot_section,71.38,5027,3600.6,seen,0,,0.1215
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.844,"{'A': 21, 'B': 58, 'C': 5}",84,667.3,54.4,10.029,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.4,ns_estimate_only,85,one_hot_section,78.99,5028,3601.0,seen,0,,0.1194
64,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,99.9,1.495,"{'A': 14, 'B': 59, 'C': 4}",77,667.0,54.9,9.926,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,54.9,ns_estimate_only,79,one_hot_section,72.04,5029,3600.2,seen,0,,0.1289
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.93,1.294,"{'A': 20, 'B': 11, 'C': 4}",35,447.6,96.1,6.661,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,84.7,ns_estimate_only,33,section_breakdown,31.67,5000,3600.6,unseen,0,,0.1903
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.29,"{'A': 20, 'B': 10, 'C': 4}",34,476.6,89.8,7.035,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.2,ns_estimate_only,32,section_breakdown,30.48,5001,3600.2,unseen,0,,0.2069
50,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.93,1.313,"{'A': 20, 'B': 10, 'C': 4}",34,470.4,92.4,6.947,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,86.5,ns_estimate_only,32,section_breakdown,30.53,5002,3600.1,unseen,0,,0.2043
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,1.602,"{'A': 16, 'B': 15, 'C': 4}",35,487.0,88.3,7.228,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,74.3,ns_estimate_only,36,section_breakdown,31.39,5003,3600.7,unseen,0,,0.2065
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.93,1.756,"{'A': 19, 'B': 11, 'C': 4}",34,456.9,96.0,6.708,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,86.0,ns_estimate_only,34,section_breakdown,30.65,5004,3600.5,unseen,0,,0.1973
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,1.483,"{'A': 19, 'B': 18, 'C': 4}",41,452.9,96.4,6.685,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,76.7,ns_estimate_only,40,section_breakdown,37.66,5005,3600.4,unseen,0,,0.1631
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.157,"{'A': 19, 'B': 18, 'C': 5}",42,529.1,80.9,7.808,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,80.9,ns_estimate_only,41,section_breakdown,38.1,5006,3600.7,unseen,0,,0.1859
57,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.92,1.222,"{'A': 21, 'B': 19, 'C': 4}",44,508.0,84.9,7.52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,84.9,ns_estimate_only,42,section_breakdown,40.24,5007,3600.5,unseen,0,,0.1709
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.93,1.324,"{'A': 14, 'B': 14, 'C': 3}",31,452.0,95.7,6.7,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,69.5,ns_estimate_only,36,section_breakdown,27.65,5008,3600.9,unseen,0,,0.2161
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.93,1.36,"{'A': 17, 'B': 13, 'C': 3}",33,447.8,97.1,6.612,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,84.3,ns_estimate_only,35,section_breakdown,29.69,5009,3600.2,unseen,0,,0.2004
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",5,99.95,0.867,"{'A': 14, 'B': 7, 'C': 5}",26,356.9,100.0,5.246,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,86.9,ns_estimate_only,24,section_breakdown,23.38,5010,3600.0,unseen,0,,0.2018
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.93,1.34,"{'A': 18, 'B': 15, 'C': 4}",37,485.4,88.7,7.156,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,78.6,ns_estimate_only,37,section_breakdown,33.42,5011,3600.7,unseen,0,,0.1934
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.074,"{'A': 20, 'B': 7, 'C': 4}",31,449.1,97.1,6.58,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,88.3,ns_estimate_only,30,section_breakdown,27.71,5012,3600.5,unseen,0,,0.2123
48,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.93,1.142,"{'A': 17, 'B': 11, 'C': 4}",32,446.9,97.2,6.609,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,79.8,ns_estimate_only,34,section_breakdown,28.7,5013,3600.8,unseen,0,,0.2065
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.93,1.509,"{'A': 20, 'B': 13, 'C': 4}",37,462.4,92.8,6.879,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,85.1,ns_estimate_only,36,section_breakdown,33.56,5014,3600.6,unseen,0,,0.1859
46,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.94,1.176,"{'A': 19, 'B': 14, 'C': 2}",35,439.1,99.4,6.434,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,78.3,ns_estimate_only,33,section_breakdown,31.78,5015,3601.0,unseen,0,,0.1838
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.92,1.201,"{'A': 19, 'B': 18, 'C': 5}",42,546.4,75.6,8.092,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,71.7,ns_estimate_only,40,section_breakdown,37.95,5016,3600.0,unseen,0,,0.1927
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.94,1.055,"{'A': 19, 'B': 7, 'C': 4}",30,438.9,99.5,6.411,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.2,ns_estimate_only,28,section_breakdown,26.79,5017,3600.4,unseen,0,,0.2137
50,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.93,1.467,"{'A': 20, 'B': 18, 'C': 4}",42,467.4,93.1,6.905,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,90.2,ns_estimate_only,42,section_breakdown,38.55,5018,3600.4,unseen,0,,0.1644
51,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.241,"{'A': 21, 'B': 11, 'C': 4}",36,460.5,95.0,6.782,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,89.8,ns_estimate_only,33,section_breakdown,32.61,5019,3600.7,unseen,0,,0.1884
54,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.92,1.422,"{'A': 21, 'B': 12, 'C': 4}",37,511.9,85.2,7.504,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,85.2,ns_estimate_only,34,section_breakdown,33.25,5020,3600.6,unseen,0,,0.2028
49,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.93,1.45,"{'A': 21, 'B': 21, 'C': 5}",47,467.3,93.0,6.939,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,87.9,ns_estimate_only,47,section_breakdown,43.53,5021,3600.2,unseen,0,,0.1476
59,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.92,1.391,"{'A': 20, 'B': 22, 'C': 4}",46,567.8,73.1,8.388,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,73.1,ns_estimate_only,45,section_breakdown,41.81,5022,3600.0,unseen,0,,0.1823
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,1.085,"{'A': 18, 'B': 12, 'C': 4}",34,487.8,88.0,7.155,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,88.0,ns_estimate_only,35,section_breakdown,30.42,5023,3600.8,unseen,0,,0.2104
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",6,99.93,0.947,"{'A': 18, 'B': 11, 'C': 5}",34,448.8,94.7,6.572,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,92.0,ns_estimate_only,34,section_breakdown,30.71,5024,3600.9,unseen,0,,0.1933
55,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",2,99.92,1.316,"{'A': 19, 'B': 15, 'C': 5}",39,512.8,82.6,7.649,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,82.6,ns_estimate_only,38,section_breakdown,35.18,5025,3600.8,unseen,0,,0.1961
52,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.93,1.593,"{'A': 20, 'B': 19, 'C': 5}",44,493.0,86.6,7.369,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,79.9,ns_estimate_only,43,section_breakdown,40.32,5026,3600.2,unseen,0,,0.1675
53,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",3,99.95,0.943,"{'A': 14, 'B': 8, 'C': 4}",26,362.2,94.5,5.374,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,85.6,ns_estimate_only,24,section_breakdown,23.31,5027,3600.8,unseen,0,,0.2067
63,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,99.91,1.587,"{'A': 20, 'B': 19, 'C': 4}",43,613.0,63.3,9.076,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,63.3,ns_estimate_only,42,section_breakdown,38.46,5028,3600.8,unseen,0,,0.2111
56,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",4,99.94,1.094,"{'A': 13, 'B': 12, 'C': 5}",30,418.3,87.0,6.111,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,87.0,ns_estimate_only,29,section_breakdown,26.94,5029,3600.7,unseen,0,,0.2037
65,"{'A': 0.0, 'B': 0.0, 'C': 332.0}",0,99.9,1.809,"{'A': 20, 'B': 31, 'C': 4}",55,655.4,55.8,9.723,"{'A': 0.0, 'B': 0.0, 'C': 0.46}",0.46,55.8,ns_estimate_only,54,small_buffers,49.68,5000,3600.5,unseen,0,,0.1768
66,"{'A': 0.0, 'B': 0.0, 'C': 323.5}",0,99.9,1.978,"{'A': 20, 'B': 31, 'C': 4}",55,643.7,56.1,9.658,"{'A': 0.0, 'B': 0.0, 'C': 0.45}",0.45,56.1,ns_estimate_only,54,small_buffers,49.72,5001,3600.6,unseen,0,,0.1756
65,"{'A': 0.0, 'B': 0.0, 'C': 346.6}",0,99.9,1.442,"{'A': 19, 'B': 28, 'C': 4}",51,643.8,56.2,9.63,"{'A': 0.0, 'B': 0.0, 'C': 0.48}",0.48,56.2,ns_estimate_only,51,small_buffers,45.7,5002,3600.9,unseen,0,,0.1888
61,"{'A': 0.0, 'B': 0.0, 'C': 334.3}",3,99.92,1.237,"{'A': 19, 'B': 21, 'C': 4}",44,569.1,71.3,8.419,"{'A': 0.0, 'B': 0.0, 'C': 0.46}",0.46,71.3,ns_estimate_only,43,small_buffers,39.33,5003,3600.2,unseen,0,,0.1913
65,"{'A': 0.0, 'B': 0.0, 'C': 239.0}",0,99.9,1.356,"{'A': 20, 'B': 29, 'C': 3}",52,648.3,56.2,9.646,"{'A': 0.0, 'B': 0.0, 'C': 0.33}",0.33,56.2,ns_estimate_only,52,small_buffers,46.84,5004,3600.4,unseen,0,,0.1855
65,"{'A': 0.0, 'B': 0.0, 'C': 205.8}",0,99.9,1.429,"{'A': 20, 'B': 29, 'C': 3}",52,653.1,56.1,9.659,"{'A': 0.0, 'B': 0.0, 'C': 0.29}",0.29,56.1,ns_estimate_only,52,small_buffers,46.88,5005,3600.7,unseen,0,,0.1857
64,"{'A': 0.0, 'B': 0.0, 'C': 305.9}",0,99.9,1.397,"{'A': 19, 'B': 28, 'C': 4}",51,656.9,55.7,9.74,"{'A': 0.0, 'B': 0.0, 'C': 0.42}",0.42,55.7,ns_estimate_only,52,small_buffers,45.71,5006,3600.3,unseen,0,,0.191
65,"{'A': 0.0, 'B': 0.0, 'C': 332.3}",0,99.9,1.417,"{'A': 20, 'B': 30, 'C': 4}",54,651.6,55.9,9.694,"{'A': 0.0, 'B': 0.0, 'C': 0.46}",0.46,55.9,ns_estimate_only,53,small_buffers,48.69,5007,3600.8,unseen,0,,0.1795
52,"{'A': 493.1, 'B': 393.4, 'C': 850.6}",1,99.92,1.37,"{'A': 16, 'B': 26, 'C': 3}",45,550.2,80.0,8.045,"{'A': 2.74, 'B': 3.28, 'C': 1.18}",7.2,80.0,ns_estimate_only,47,small_buffers,33.78,5008,3600.8,unseen,0,,0.1788
65,"{'A': 0.0, 'B': 0.0, 'C': 305.7}",0,99.9,1.409,"{'A': 21, 'B': 29, 'C': 4}",54,655.3,55.5,9.788,"{'A': 0.0, 'B': 0.0, 'C': 0.42}",0.42,55.5,ns_estimate_only,53,small_buffers,48.68,5009,3600.2,unseen,0,,0.1813
60,"{'A': 0.0, 'B': 66.6, 'C': 393.7}",1,99.91,1.323,"{'A': 15, 'B': 31, 'C': 5}",51,593.7,68.0,8.814,"{'A': 0.0, 'B': 0.55, 'C': 0.55}",1.1,61.9,ns_estimate_only,49,small_buffers,45.49,5010,3600.3,unseen,0,,0.1728
62,"{'A': 0.0, 'B': 0.0, 'C': 349.8}",1,99.91,1.392,"{'A': 19, 'B': 29, 'C': 4}",52,646.4,59.8,9.476,"{'A': 0.0, 'B': 0.0, 'C': 0.49}",0.49,59.8,ns_estimate_only,53,small_buffers,46.78,5011,3600.4,unseen,0,,0.1822
65,"{'A': 0.0, 'B': 0.0, 'C': 279.7}",0,99.9,1.444,"{'A': 19, 'B': 29, 'C': 4}",52,655.5,55.7,9.741,"{'A': 0.0, 'B': 0.0, 'C': 0.39}",0.39,55.7,ns_estimate_only,55,small_buffers,46.74,5012,3600.9,unseen,0,,0.1873
43,"{'A': 472.2, 'B': 329.1, 'C': 698.2}",3,99.93,1.384,"{'A': 15, 'B': 24, 'C': 3}",42,460.0,99.8,6.644,"{'A': 2.62, 'B': 2.74, 'C': 0.97}",6.34,83.9,ns_estimate_only,45,small_buffers,32.34,5013,3600.5,unseen,0,,0.1582
45,"{'A': 827.4, 'B': 804.8, 'C': 1346.9}",1,99.93,1.588,"{'A': 15, 'B': 22, 'C': 3}",40,457.4,96.6,6.75,"{'A': 4.6, 'B': 6.71, 'C': 1.87}",13.17,72.7,ns_estimate_only,39,small_buffers,23.45,5014,3600.9,unseen,0,,0.1688
64,"{'A': 0.0, 'B': 0.0, 'C': 183.2}",0,99.9,1.774,"{'A': 20, 'B': 30, 'C': 2}",52,665.6,55.7,9.746,"{'A': 0.0, 'B': 0.0, 'C': 0.25}",0.25,55.7,ns_estimate_only,52,small_buffers,46.87,5015,3600.8,unseen,0,,0.1874
65,"{'A': 0.0, 'B': 0.0, 'C': 333.6}",0,99.9,1.425,"{'A': 19, 'B': 29, 'C': 4}",52,655.3,55.7,9.745,"{'A': 0.0, 'B': 0.0, 'C': 0.46}",0.46,55.7,ns_estimate_only,53,small_buffers,46.66,5016,3600.3,unseen,0,,0.1874
64,"{'A': 0.0, 'B': 0.0, 'C': 354.4}",0,99.9,1.375,"{'A': 20, 'B': 31, 'C': 4}",55,667.3,55.5,9.787,"{'A': 0.0, 'B': 0.0, 'C': 0.49}",0.49,55.5,ns_estimate_only,54,small_buffers,49.61,5017,3600.9,unseen,0,,0.178
52,"{'A': 561.9, 'B': 511.7, 'C': 1138.2}",1,99.92,1.368,"{'A': 18, 'B': 26, 'C': 3}",47,526.7,82.6,7.794,"{'A': 3.12, 'B': 4.26, 'C': 1.58}",8.97,82.0,ns_estimate_only,46,small_buffers,34.14,5018,3600.5,unseen,0,,0.1658
65,"{'A': 0.0, 'B': 0.0, 'C': 279.2}",0,99.9,1.412,"{'A': 20, 'B': 27, 'C': 4}",51,655.2,55.8,9.718,"{'A': 0.0, 'B': 0.0, 'C': 0.39}",0.39,55.8,ns_estimate_only,52,small_buffers,45.75,5019,3600.1,unseen,0,,0.1905
64,"{'A': 0.0, 'B': 0.0, 'C': 259.9}",0,99.9,1.492,"{'A': 20, 'B': 29, 'C': 3}",52,656.5,55.9,9.704,"{'A': 0.0, 'B': 0.0, 'C': 0.36}",0.36,55.9,ns_estimate_only,52,small_buffers,46.79,5020,3600.4,unseen,0,,0.1866
45,"{'A': 862.6, 'B': 725.3, 'C': 1273.9}",1,99.93,1.429,"{'A': 15, 'B': 22, 'C': 3}",40,476.0,94.4,6.944,"{'A': 4.79, 'B': 6.04, 'C': 1.77}",12.61,74.1,ns_estimate_only,40,small_buffers,23.92,5021,3600.6,unseen,0,,0.1736
52,"{'A': 431.4, 'B': 355.6, 'C': 1054.6}",1,99.92,1.342,"{'A': 17, 'B': 26, 'C': 3}",46,537.9,81.4,7.891,"{'A': 2.4, 'B': 2.96, 'C': 1.46}",6.82,81.4,ns_estimate_only,45,small_buffers,35.23,5022,3600.1,unseen,0,,0.1715
65,"{'A': 0.0, 'B': 0.0, 'C': 338.7}",0,99.9,1.483,"{'A': 19, 'B': 30, 'C': 5}",54,654.9,55.5,9.787,"{'A': 0.0, 'B': 0.0, 'C': 0.47}",0.47,55.5,ns_estimate_only,53,small_buffers,48.64,5023,3600.2,unseen,0,,0.1812
65,"{'A': 0.0, 'B': 0.0, 'C': 330.3}",0,99.9,1.568,"{'A': 20, 'B': 30, 'C': 4}",54,655.2,55.4,9.812,"{'A': 0.0, 'B': 0.0, 'C': 0.46}",0.46,55.4,ns_estimate_only,52,small_buffers,48.63,5024,3600.1,unseen,0,,0.1817
61,"{'A': 0.0, 'B': 0.0, 'C': 419.1}",2,99.91,1.36,"{'A': 20, 'B': 32, 'C': 4}",56,626.1,63.6,9.231,"{'A': 0.0, 'B': 0.0, 'C': 0.58}",0.58,63.6,ns_estimate_only,55,small_buffers,50.8,5025,3600.4,unseen,0,,0.1648
61,"{'A': 0.0, 'B': 0.0, 'C': 365.6}",1,99.91,1.344,"{'A': 19, 'B': 29, 'C': 4}",52,616.7,63.6,9.158,"{'A': 0.0, 'B': 0.0, 'C': 0.51}",0.51,58.4,ns_estimate_only,54,small_buffers,46.91,5026,3600.2,unseen,0,,0.1761
59,"{'A': 0.0, 'B': 0.0, 'C': 265.6}",2,99.91,1.234,"{'A': 11, 'B': 30, 'C': 4}",45,584.0,70.7,8.595,"{'A': 0.0, 'B': 0.0, 'C': 0.37}",0.37,70.7,ns_estimate_only,45,small_buffers,40.33,5027,3600.6,unseen,0,,0.191
65,"{'A': 0.0, 'B': 0.0, 'C': 320.8}",0,99.9,1.463,"{'A': 20, 'B': 29, 'C': 4}",53,655.4,55.7,9.735,"{'A': 0.0, 'B': 0.0, 'C': 0.45}",0.45,55.7,ns_estimate_only,53,small_buffers,47.69,5028,3600.5,unseen,0,,0.1837
55,"{'A': 108.9, 'B': 161.6, 'C': 396.0}",1,99.92,2.009,"{'A': 13, 'B': 29, 'C': 4}",46,573.7,74.2,8.453,"{'A': 0.61, 'B': 1.35, 'C': 0.55}",2.5,74.2,ns_estimate_only,45,small_buffers,39.27,5029,3600.1,unseen,0,,0.1838
61,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.9,1.965,"{'A': 19, 'B': 29, 'C': 4}",52,617.1,62.0,9.671,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,62.0,ns_estimate_only,52,worn_robot,47.16,5000,3600.4,seen,0,,0.186
66,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.69,"{'A': 20, 'B': 29, 'C': 4}",53,643.9,53.6,10.215,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.6,ns_estimate_only,51,worn_robot,47.89,5001,3601.0,seen,0,,0.1927
62,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.9,1.821,"{'A': 18, 'B': 30, 'C': 4}",52,607.2,61.3,9.643,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,56.2,ns_estimate_only,53,worn_robot,47.18,5002,3600.9,seen,0,,0.1854
60,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",1,44.91,1.485,"{'A': 18, 'B': 23, 'C': 5}",46,595.3,65.0,9.37,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,65.0,ns_estimate_only,45,worn_robot,41.32,5003,3600.4,seen,0,,0.2037
66,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0,44.9,1.461,"{'A': 20, 'B': 29, 'C': 3}",52,643.8,53.6,10.201,"{'A': 0.0, 'B': 0.0, 'C': 0.0}",0.0,53.6,ns_estimate_only,51,worn_robot,46.9,5004,3600.7,seen,0,,0.1962
